Release-note,Review1,Review2,Review3,Review4,Review5,Review6,Review7,Review8,Review9,Review10
Release Note : NEW: Plugins Management for Jetpack sites.,"would like to see this implemented without the jetpack plugin   
 (0.84)","app works just fine with only wp associated dedicated plugins like jetpack why is there no support for other plugins like yoast seo or any seo used for onpage optimization   
 (0.90)","it doesnt auto add your jetpack websites you have to manually add them into the list even though when you get a notice about that site you can access the info with that alert without adding the site not a very well thought out app   
 (0.88)","please allow to login without jetpacki dont want to install site slower jetpack thing   
 (0.86)","change my review i must instaled jetpack plugin to make my wp custom instalation connect to this app thx for support that help i hope there will be no conflict with my others plugin but where i can access my font color i live to give my blig post color   
 (0.86)","you cant modify the plug in using this app   
 (0.86)",,,,
Release Note : Added email hints in login screen.,"most disappointing despite trying to log in using my actual email its painstakingly slow to respond   
 (0.83)",,,,,,,,,
Release Note : NEW: Plugins Management for Jetpack sites.,"would like to see this implemented without the jetpack plugin   
 (0.84)","app works just fine with only wp associated dedicated plugins like jetpack why is there no support for other plugins like yoast seo or any seo used for onpage optimization   
 (0.90)","it doesnt auto add your jetpack websites you have to manually add them into the list even though when you get a notice about that site you can access the info with that alert without adding the site not a very well thought out app   
 (0.88)","please allow to login without jetpacki dont want to install site slower jetpack thing   
 (0.86)","change my review i must instaled jetpack plugin to make my wp custom instalation connect to this app thx for support that help i hope there will be no conflict with my others plugin but where i can access my font color i live to give my blig post color   
 (0.86)","you cant modify the plug in using this app   
 (0.86)",,,,
Release Note : Added email hints in login screen.,"most disappointing despite trying to log in using my actual email its painstakingly slow to respond   
 (0.83)",,,,,,,,,
Release Note : NEW: Plugins Management for Jetpack sites.,"would like to see this implemented without the jetpack plugin   
 (0.84)","app works just fine with only wp associated dedicated plugins like jetpack why is there no support for other plugins like yoast seo or any seo used for onpage optimization   
 (0.90)","it doesnt auto add your jetpack websites you have to manually add them into the list even though when you get a notice about that site you can access the info with that alert without adding the site not a very well thought out app   
 (0.88)","please allow to login without jetpacki dont want to install site slower jetpack thing   
 (0.86)","change my review i must instaled jetpack plugin to make my wp custom instalation connect to this app thx for support that help i hope there will be no conflict with my others plugin but where i can access my font color i live to give my blig post color   
 (0.86)","you cant modify the plug in using this app   
 (0.86)",,,,
Release Note : Added email hints in login screen.,"most disappointing despite trying to log in using my actual email its painstakingly slow to respond   
 (0.83)",,,,,,,,,
Release Note : NEW: Plugins Management for Jetpack sites.,"would like to see this implemented without the jetpack plugin   
 (0.84)","app works just fine with only wp associated dedicated plugins like jetpack why is there no support for other plugins like yoast seo or any seo used for onpage optimization   
 (0.90)","it doesnt auto add your jetpack websites you have to manually add them into the list even though when you get a notice about that site you can access the info with that alert without adding the site not a very well thought out app   
 (0.88)","please allow to login without jetpacki dont want to install site slower jetpack thing   
 (0.86)","change my review i must instaled jetpack plugin to make my wp custom instalation connect to this app thx for support that help i hope there will be no conflict with my others plugin but where i can access my font color i live to give my blig post color   
 (0.86)","you cant modify the plug in using this app   
 (0.86)",,,,
Release Note : Added email hints in login screen.,"most disappointing despite trying to log in using my actual email its painstakingly slow to respond   
 (0.83)",,,,,,,,,
Release Note : Localised TOS.,"its wonderful except the choices of back grounds for the site   
 (0.83)","i have not used it long but seem good however can ww please please get a dark mode on this and the main site   
 (0.86)","i love it but i cant seem to remove the black background and set the site back to default   
 (0.86)","the latest version doesnt open on lollipop anymore i had to revert back to the previous one please fix the issue   
 (0.86)","its nice obviously cant do all you can on the site but wish it had more accessibility   
 (0.85)",,,,,
Release Note : Improved background performance of login when using email+password.,"cant view the blog from app says error password field is empty i chose stay signed in without improvement   
 (0.83)","pls fix the login page i cant get the forget password icon   
 (0.86)","it says my password is wrongbut login just fine on the computer   
 (0.85)",,,,,,,
Release Note : Fix an issue with hidden sites in the site picker.,,,,,,,,,,
Release Note : Improved background performance of login when using email+password.,"cant view the blog from app says error password field is empty i chose stay signed in without improvement   
 (0.83)","pls fix the login page i cant get the forget password icon   
 (0.86)","it says my password is wrongbut login just fine on the computer   
 (0.85)",,,,,,,
Release Note : Fix an issue with hidden sites in the site picker.,,,,,,,,,,
Release Note : Improved background performance of login when using email+password.,"cant view the blog from app says error password field is empty i chose stay signed in without improvement   
 (0.83)","pls fix the login page i cant get the forget password icon   
 (0.86)","it says my password is wrongbut login just fine on the computer   
 (0.85)",,,,,,,
Release Note : Fix an issue with hidden sites in the site picker.,,,,,,,,,,
Release Note : Repurposed Media Browser to be used as a media picker.,,,,,,,,,,
Release Note : Updated site picker to match Calypso's behaviour.,,,,,,,,,,
Release Note : Repurposed Media Browser to be used as a media picker.,,,,,,,,,,
Release Note : Updated site picker to match Calypso's behaviour.,,,,,,,,,,
Release Note : Repurposed Media Browser to be used as a media picker.,,,,,,,,,,
Release Note : Updated site picker to match Calypso's behaviour.,,,,,,,,,,
Release Note : Redesign of the media picker.,,,,,,,,,,
Release Note : Redesign of the media picker.,,,,,,,,,,
Release Note : Better login support for small screens.,"cant login to the application    
 (0.84)","i have used the application and it has worked well in the past however this last update had issues that do not allow for login frustrating   
 (0.86)",,,,,,,,
Release Note : Memory optimisations in the Beta editor.,,,,,,,,,,
Release Note : Better login support for small screens.,"cant login to the application    
 (0.84)","i have used the application and it has worked well in the past however this last update had issues that do not allow for login frustrating   
 (0.86)",,,,,,,,
Release Note : Memory optimisations in the Beta editor.,,,,,,,,,,
Release Note : Better login support for small screens.,"cant login to the application    
 (0.84)","i have used the application and it has worked well in the past however this last update had issues that do not allow for login frustrating   
 (0.86)",,,,,,,,
Release Note : Memory optimisations in the Beta editor.,,,,,,,,,,
Release Note : Media picker: improved time between selection and insertion.,,,,,,,,,,
Release Note : Media picker: multiselect toast is now shown only when needed.,"mediaupload not possible         
 (0.83)","working with marshmallow now cant insert media files please fix asap   
 (0.86)",,,,,,,,
Release Note : Media picker: improved time between selection and insertion.,,,,,,,,,,
Release Note : Media picker: multiselect toast is now shown only when needed.,"mediaupload not possible         
 (0.83)","working with marshmallow now cant insert media files please fix asap   
 (0.86)",,,,,,,,
Release Note : Videos are now optimized to make good use of internet bandwidth.,"excellent but the video upload is irksome needs improvement   
 (0.82)",,,,,,,,,
Release Note : Videos are now optimized to make good use of internet bandwidth.,"excellent but the video upload is irksome needs improvement   
 (0.82)",,,,,,,,,
Release Note : Better handling of roles in the People screen.,,,,,,,,,,
Release Note : Better handling of roles in the People screen.,,,,,,,,,,
Release Note : Fix potential Post content loss upon upload on unstable connections,"file upload fail always          
 (0.84)","always upload fail               
 (0.88)","always post uploading failed     
 (0.88)","always failed to upload media pls fix it   
 (0.87)","upload file faild                
 (0.86)","i am now experiencing problem such as upload failed   
 (0.86)",,,,
Release Note : Fix potential Post content loss upon upload on unstable connections,"file upload fail always          
 (0.84)","always upload fail               
 (0.88)","always post uploading failed     
 (0.88)","always failed to upload media pls fix it   
 (0.87)","upload file faild                
 (0.86)","i am now experiencing problem such as upload failed   
 (0.86)",,,,
Release Note : Fix potential Post content loss upon upload on unstable connections,"file upload fail always          
 (0.84)","always upload fail               
 (0.88)","always post uploading failed     
 (0.88)","always failed to upload media pls fix it   
 (0.87)","upload file faild                
 (0.86)","i am now experiencing problem such as upload failed   
 (0.86)",,,,
Release Note : Unified media browser picker.,,,,,,,,,,
Release Note : Fix an issue with a duplicate sign in screen after a sign out.,"sign up doesnt work just a blank white screen with the blue top header htc incredible   
 (0.82)","try to signup and just get a blank page   
 (0.89)",,,,,,,,
Release Note : Fix an issue with a duplicate sign in screen after a sign out.,"sign up doesnt work just a blank white screen with the blue top header htc incredible   
 (0.82)","try to signup and just get a blank page   
 (0.89)",,,,,,,,
Release Note : Multiselect is back on the media picker.,"working with marshmallow now cant insert media files please fix asap   
 (0.83)",,,,,,,,,
Release Note : Unified media preview for Media Browser and Editor.,,,,,,,,,,
Release Note : Media information is shown on the image preview.,"best everno rival but why cant we add audio or video other than images alone and gif pls add audio or video feature   
 (0.85)","i cant add photos from my device to the media library kindly fix this   
 (0.89)","the latest version layout is cool and user friendlyhavent try to upload media thoughwell i write much rather than uploading mediahowever i hope it works   
 (0.87)","cant proceed through an array of thumbnails and see proper captions even if one larger image happens to display crummy   
 (0.87)","pitty the image upload button doesnt work   
 (0.87)","so glad you fixed it it was a headache to post the article and then going to the web version to set the featured image   
 (0.86)","the app refreshes the media library way too much and refreshes the category list every time you open it developers dont seem to be listening no refreshing of anything automatically please   
 (0.86)",,,
Release Note : Multiselect is back on the media picker.,"working with marshmallow now cant insert media files please fix asap   
 (0.83)",,,,,,,,,
Release Note : Unified media preview for Media Browser and Editor.,,,,,,,,,,
Release Note : Media information is shown on the image preview.,"best everno rival but why cant we add audio or video other than images alone and gif pls add audio or video feature   
 (0.85)","i cant add photos from my device to the media library kindly fix this   
 (0.89)","the latest version layout is cool and user friendlyhavent try to upload media thoughwell i write much rather than uploading mediahowever i hope it works   
 (0.87)","cant proceed through an array of thumbnails and see proper captions even if one larger image happens to display crummy   
 (0.87)","pitty the image upload button doesnt work   
 (0.87)","so glad you fixed it it was a headache to post the article and then going to the web version to set the featured image   
 (0.86)","the app refreshes the media library way too much and refreshes the category list every time you open it developers dont seem to be listening no refreshing of anything automatically please   
 (0.86)",,,
Release Note : Allow Jetpack users to sign in with their self-hosted credentials.,,,,,,,,,,
Release Note : Improved Media Browser UI.,"great but it doesnt come with all the functions of nonapp browser    
 (0.84)","very limited features and does not work most of the time better off just using the browser on your phone   
 (0.87)","rather than browser              
 (0.86)","terrible doesnt allow me to do a lot of the basic editing i can do through a browser   
 (0.86)",,,,,,
Release Note : Better posting experience for contributor users.,"i just wanted to write a post after uploading a photo but couldnt find any way to do that maybe the app is to new to me but thats frustrating otherwise its fine   
 (0.84)","when i upload my post the post is gone   
 (0.86)","great app huge drawbacks waste of time since last update fails to upload post every time seems i cant upload from post edit screen now either    
 (0.85)","the last couple of updates have shut down uploading to the gallery and posting not good   
 (0.85)",,,,,,
Release Note : Replaced png icons by vector icons.,,,,,,,,,,
Release Note : Allow Jetpack users to sign in with their self-hosted credentials.,,,,,,,,,,
Release Note : Improved Media Browser UI.,"great but it doesnt come with all the functions of nonapp browser    
 (0.84)","very limited features and does not work most of the time better off just using the browser on your phone   
 (0.87)","rather than browser              
 (0.86)","terrible doesnt allow me to do a lot of the basic editing i can do through a browser   
 (0.86)",,,,,,
Release Note : Better posting experience for contributor users.,"i just wanted to write a post after uploading a photo but couldnt find any way to do that maybe the app is to new to me but thats frustrating otherwise its fine   
 (0.84)","when i upload my post the post is gone   
 (0.86)","great app huge drawbacks waste of time since last update fails to upload post every time seems i cant upload from post edit screen now either    
 (0.85)","the last couple of updates have shut down uploading to the gallery and posting not good   
 (0.85)",,,,,,
Release Note : Replaced png icons by vector icons.,,,,,,,,,,
Release Note : Allow Jetpack users to sign in with their self-hosted credentials.,,,,,,,,,,
Release Note : Improved Media Browser UI.,"great but it doesnt come with all the functions of nonapp browser    
 (0.84)","very limited features and does not work most of the time better off just using the browser on your phone   
 (0.87)","rather than browser              
 (0.86)","terrible doesnt allow me to do a lot of the basic editing i can do through a browser   
 (0.86)",,,,,,
Release Note : Better posting experience for contributor users.,"i just wanted to write a post after uploading a photo but couldnt find any way to do that maybe the app is to new to me but thats frustrating otherwise its fine   
 (0.84)","when i upload my post the post is gone   
 (0.86)","great app huge drawbacks waste of time since last update fails to upload post every time seems i cant upload from post edit screen now either    
 (0.85)","the last couple of updates have shut down uploading to the gallery and posting not good   
 (0.85)",,,,,,
Release Note : Replaced png icons by vector icons.,,,,,,,,,,
Release Note : Allow Jetpack users to sign in with their self-hosted credentials.,,,,,,,,,,
Release Note : Improved Media Browser UI.,"great but it doesnt come with all the functions of nonapp browser    
 (0.84)","very limited features and does not work most of the time better off just using the browser on your phone   
 (0.87)","rather than browser              
 (0.86)","terrible doesnt allow me to do a lot of the basic editing i can do through a browser   
 (0.86)",,,,,,
Release Note : Better posting experience for contributor users.,"i just wanted to write a post after uploading a photo but couldnt find any way to do that maybe the app is to new to me but thats frustrating otherwise its fine   
 (0.84)","when i upload my post the post is gone   
 (0.86)","great app huge drawbacks waste of time since last update fails to upload post every time seems i cant upload from post edit screen now either    
 (0.85)","the last couple of updates have shut down uploading to the gallery and posting not good   
 (0.85)",,,,,,
Release Note : Replaced png icons by vector icons.,,,,,,,,,,
Release Note : Improved Jetpack support.,"it worked great the best thing was it didnt require jetpack   
 (0.84)","would like to see this implemented without the jetpack plugin   
 (0.91)","it doesnt install jetpack        
 (0.90)","it doesnt auto add your jetpack websites you have to manually add them into the list even though when you get a notice about that site you can access the info with that alert without adding the site not a very well thought out app   
 (0.88)","please allow to login without jetpacki dont want to install site slower jetpack thing   
 (0.87)",,,,,
"Release Note : New font to display user content (we replaced Merriweather by Noto). Fix broken characters in some languages (Vietnamese, Tajik).","the latest version layout is cool and user friendlyhavent try to upload media thoughwell i write much rather than uploading mediahowever i hope it works   
 (0.84)","needs more d iui different types of fonts   
 (0.86)",,,,,,,,
Release Note : Improved Jetpack support.,"it worked great the best thing was it didnt require jetpack   
 (0.84)","would like to see this implemented without the jetpack plugin   
 (0.91)","it doesnt install jetpack        
 (0.90)","it doesnt auto add your jetpack websites you have to manually add them into the list even though when you get a notice about that site you can access the info with that alert without adding the site not a very well thought out app   
 (0.88)","please allow to login without jetpacki dont want to install site slower jetpack thing   
 (0.87)",,,,,
"Release Note : New font to display user content (we replaced Merriweather by Noto). Fix broken characters in some languages (Vietnamese, Tajik).","the latest version layout is cool and user friendlyhavent try to upload media thoughwell i write much rather than uploading mediahowever i hope it works   
 (0.84)","needs more d iui different types of fonts   
 (0.86)",,,,,,,,
Release Note : Improved Jetpack support.,"it worked great the best thing was it didnt require jetpack   
 (0.84)","would like to see this implemented without the jetpack plugin   
 (0.91)","it doesnt install jetpack        
 (0.90)","it doesnt auto add your jetpack websites you have to manually add them into the list even though when you get a notice about that site you can access the info with that alert without adding the site not a very well thought out app   
 (0.88)","please allow to login without jetpacki dont want to install site slower jetpack thing   
 (0.87)",,,,,
"Release Note : New font to display user content (we replaced Merriweather by Noto). Fix broken characters in some languages (Vietnamese, Tajik).","the latest version layout is cool and user friendlyhavent try to upload media thoughwell i write much rather than uploading mediahowever i hope it works   
 (0.84)","needs more d iui different types of fonts   
 (0.86)",,,,,,,,
Release Note : Improved Jetpack support.,"it worked great the best thing was it didnt require jetpack   
 (0.84)","would like to see this implemented without the jetpack plugin   
 (0.91)","it doesnt install jetpack        
 (0.90)","it doesnt auto add your jetpack websites you have to manually add them into the list even though when you get a notice about that site you can access the info with that alert without adding the site not a very well thought out app   
 (0.88)","please allow to login without jetpacki dont want to install site slower jetpack thing   
 (0.87)",,,,,
"Release Note : New font to display user content (we replaced Merriweather by Noto). Fix broken characters in some languages (Vietnamese, Tajik).","the latest version layout is cool and user friendlyhavent try to upload media thoughwell i write much rather than uploading mediahowever i hope it works   
 (0.84)","needs more d iui different types of fonts   
 (0.86)",,,,,,,,
Release Note : Changed the post list behaviour on tap: open the editor instead of the preview.,"tapping at where i want to edit in the post makes the editor jump back to the top of the post though the cursor remains at the right point n1   
 (0.85)","the editor is ok to post new posts but editing new posts is a horrible experience   
 (0.87)","the interface is nice and neat but its crap first click on previous post displays the post post cannot be edited afterwards all buttons become non responsive   
 (0.86)","update seems to have fixed the problem with the editor getting stuck   
 (0.86)","extremely hard to edit posts it doesnt feel like an app but more like a nonmobile friendly website scrolling causes the grey bar at the top to jump all over the page plus many more issues   
 (0.86)","wordpress has taken an app that has been steadily improving and removed the ability to verify links while writing or editing posts no longer useful and will be headed back to a browser very disappointed with version 56 response to wordpress support when i first noticed the change to the ability to use links within the editor section of the app i contacted support the change was confirmed and i was told that links will no longer function hence one star rating   
 (0.85)",,,,
Release Note : Hide certain menu entries depending on user role.,"trying to use the menu editor to add pages to a menu hierarchy sucks the page you create is at the bottom and you have to drag it up to where you want it trouble is when doing it on a mobile phone is just ends moving other pages too should be simpler to add a page to a specific location on a given menu   
 (0.84)","everything runs really slowly menus overlap and corrupt the screen making it difficult to get along at pace just about functions on nook hd   
 (0.88)","the user interface needs some more work a prefrences menu would be great too uninstalled   
 (0.88)","was great before but now a menu needs to be pulled up for all functions very cumbersome   
 (0.86)","no undo function in the editor that makes it useless   
 (0.86)","love the update menu screen is perfect can you move the trash icon more to the left on the top bar small phone big fingers almost an accidental delete a few times    
 (0.85)",,,,
"Release Note : New languages supported: Vietnamese, Icelandic.","the new line characters are not appearing very well   
 (0.84)","when first downloaded it worked well now that it is synced with my account it wont post blogs or allow me to see other wordpress functionsmenus   
 (0.85)",,,,,,,,
Release Note : Hide certain menu entries depending on user role.,"trying to use the menu editor to add pages to a menu hierarchy sucks the page you create is at the bottom and you have to drag it up to where you want it trouble is when doing it on a mobile phone is just ends moving other pages too should be simpler to add a page to a specific location on a given menu   
 (0.84)","everything runs really slowly menus overlap and corrupt the screen making it difficult to get along at pace just about functions on nook hd   
 (0.88)","the user interface needs some more work a prefrences menu would be great too uninstalled   
 (0.88)","was great before but now a menu needs to be pulled up for all functions very cumbersome   
 (0.86)","no undo function in the editor that makes it useless   
 (0.86)","love the update menu screen is perfect can you move the trash icon more to the left on the top bar small phone big fingers almost an accidental delete a few times    
 (0.85)",,,,
"Release Note : New languages supported: Vietnamese, Icelandic.","the new line characters are not appearing very well   
 (0.84)","when first downloaded it worked well now that it is synced with my account it wont post blogs or allow me to see other wordpress functionsmenus   
 (0.85)",,,,,,,,
Release Note : Swipe between previous or next notification.,"notifications are broken most of the time they point to the wrong ones very frustrating   
 (0.83)","notification doesnt work please fix it i cant get my newest notification   
 (0.89)","i hardly get the complete notifications these days my follower count is stuck on a particular number since two days even when it is increasing at a rapid rate the app doesnt show complete notifications and its extremely annoying   
 (0.88)","the app is amazing as ever but i have two issues one is getting the same notification multiple times in succession the other is that the last two updates have removed the word count from the posts in my reader would love to have that back also if you guys could add a word count marker in the postwriting section itd be terrific as it stands theres no idea how long my posts have gone thanks   
 (0.87)","rubbish my notifications are disappearing and i cant open the ones i see whats going on   
 (0.86)","whats with the new update the reader and notification tabs are gone the stats never open please fix this   
 (0.86)",,,,
Release Note : Fix a PIN lock bug.,"help where die my pin lock go the option is totally gone since last update please fix this asap   
 (0.84)","thanks for the great appbut the last update is really buggy and crashes   
 (0.89)","buggy to the point of not being functional nice idea and im sure it will work at some point   
 (0.88)","bring back the pin unlock function when we open the app it was my favorite thing about this app i dont see a reason why it was removed   
 (0.87)","how to get a new pini forgot the pin   
 (0.86)","the app had a critical bug doesnt work properly   
 (0.86)",,,,
Release Note : Swipe between previous or next notification.,"notifications are broken most of the time they point to the wrong ones very frustrating   
 (0.83)","notification doesnt work please fix it i cant get my newest notification   
 (0.89)","i hardly get the complete notifications these days my follower count is stuck on a particular number since two days even when it is increasing at a rapid rate the app doesnt show complete notifications and its extremely annoying   
 (0.88)","the app is amazing as ever but i have two issues one is getting the same notification multiple times in succession the other is that the last two updates have removed the word count from the posts in my reader would love to have that back also if you guys could add a word count marker in the postwriting section itd be terrific as it stands theres no idea how long my posts have gone thanks   
 (0.87)","rubbish my notifications are disappearing and i cant open the ones i see whats going on   
 (0.86)","whats with the new update the reader and notification tabs are gone the stats never open please fix this   
 (0.86)",,,,
Release Note : Fix a PIN lock bug.,"help where die my pin lock go the option is totally gone since last update please fix this asap   
 (0.84)","thanks for the great appbut the last update is really buggy and crashes   
 (0.89)","buggy to the point of not being functional nice idea and im sure it will work at some point   
 (0.88)","bring back the pin unlock function when we open the app it was my favorite thing about this app i dont see a reason why it was removed   
 (0.87)","how to get a new pini forgot the pin   
 (0.86)","the app had a critical bug doesnt work properly   
 (0.86)",,,,
Release Note : New context-aware quick actions (reply/like or reply/approve) added to Comment push notifications.,"the reaction time of the app seems very slow especially for the notification comments section   
 (0.83)",,,,,,,,,
Release Note : Fixed styling issues in People Management.,,,,,,,,,,
Release Note : New context-aware quick actions (reply/like or reply/approve) added to Comment push notifications.,"the reaction time of the app seems very slow especially for the notification comments section   
 (0.83)",,,,,,,,,
Release Note : Fixed styling issues in People Management.,,,,,,,,,,
Release Note : Improved error handling when your device is not connected to the Internet.,"app is usable but it doesnt synchronize properly changes made on the computer arent synchronized so its quite possible to inadvertently undo changes use with caution   
 (0.83)",,,,,,,,,
Release Note : Improved error handling when your device is not connected to the Internet.,"app is usable but it doesnt synchronize properly changes made on the computer arent synchronized so its quite possible to inadvertently undo changes use with caution   
 (0.83)",,,,,,,,,
Release Note : Improved error handling when your device is not connected to the Internet.,"app is usable but it doesnt synchronize properly changes made on the computer arent synchronized so its quite possible to inadvertently undo changes use with caution   
 (0.83)",,,,,,,,,
Release Note : Use our new “People Management” feature to control who is able to access and view your site.,"i like this app but i wish it gave the ability to manage user accounts perhaps it does and i just cant figure it out so for account and page management it would get 4 stars but with no user management it loses a star   
 (0.85)","i have a site for my class and students and then a site for an organization i sponsor everything i try to log out of the organization site and log into my own it sends me back to the organization site it also wont let me add an existing site even tried uninstall and reinstall and it defaulted again to the organization site not helpful at all   
 (0.87)","i have used the application and it has worked well in the past however this last update had issues that do not allow for login frustrating   
 (0.87)","cant login to the application    
 (0.86)","its ok bit hard to figure out what the buttons do and how to make a site but youll get the hang of it   
 (0.86)","the site is just too awsome      
 (0.85)","very easy to use the only thing is i am having trouble adding content and media to my site and it keeps saying couldnt refresh at this time and it sometimes crashes   
 (0.85)",,,
Release Note : New languages supported: Malay and Spanish (Venezuela).,"when first downloaded it worked well now that it is synced with my account it wont post blogs or allow me to see other wordpress functionsmenus   
 (0.85)","was great now my new posts go to a local draft folder why wont it post frustrating   
 (0.87)","what kind of username i can write in wordpress i cannot understand   
 (0.87)","i do wonder why my italic suddenly shut down while i was writing in italic mode its annoying or the italic suddenly off while i wrote on the sexond word   
 (0.85)","the new line characters are not appearing very well   
 (0.85)","great app but it accepts a lot of strange words which are not in the common norwegian dictionary   
 (0.85)","i dont understand why i see all the texts from the discovery parts translated into my mother tongue i research things in english then it appears in turkish i double checked the settings but the same   
 (0.85)",,,
Release Note : Use our new “People Management” feature to control who is able to access and view your site.,"i like this app but i wish it gave the ability to manage user accounts perhaps it does and i just cant figure it out so for account and page management it would get 4 stars but with no user management it loses a star   
 (0.85)","i have a site for my class and students and then a site for an organization i sponsor everything i try to log out of the organization site and log into my own it sends me back to the organization site it also wont let me add an existing site even tried uninstall and reinstall and it defaulted again to the organization site not helpful at all   
 (0.87)","i have used the application and it has worked well in the past however this last update had issues that do not allow for login frustrating   
 (0.87)","cant login to the application    
 (0.86)","its ok bit hard to figure out what the buttons do and how to make a site but youll get the hang of it   
 (0.86)","the site is just too awsome      
 (0.85)","very easy to use the only thing is i am having trouble adding content and media to my site and it keeps saying couldnt refresh at this time and it sometimes crashes   
 (0.85)",,,
Release Note : New languages supported: Malay and Spanish (Venezuela).,"when first downloaded it worked well now that it is synced with my account it wont post blogs or allow me to see other wordpress functionsmenus   
 (0.85)","was great now my new posts go to a local draft folder why wont it post frustrating   
 (0.87)","what kind of username i can write in wordpress i cannot understand   
 (0.87)","i do wonder why my italic suddenly shut down while i was writing in italic mode its annoying or the italic suddenly off while i wrote on the sexond word   
 (0.85)","the new line characters are not appearing very well   
 (0.85)","great app but it accepts a lot of strange words which are not in the common norwegian dictionary   
 (0.85)","i dont understand why i see all the texts from the discovery parts translated into my mother tongue i research things in english then it appears in turkish i double checked the settings but the same   
 (0.85)",,,
Release Note : Use our new “People Management” feature to control who is able to access and view your site.,"i like this app but i wish it gave the ability to manage user accounts perhaps it does and i just cant figure it out so for account and page management it would get 4 stars but with no user management it loses a star   
 (0.85)","i have a site for my class and students and then a site for an organization i sponsor everything i try to log out of the organization site and log into my own it sends me back to the organization site it also wont let me add an existing site even tried uninstall and reinstall and it defaulted again to the organization site not helpful at all   
 (0.87)","i have used the application and it has worked well in the past however this last update had issues that do not allow for login frustrating   
 (0.87)","cant login to the application    
 (0.86)","its ok bit hard to figure out what the buttons do and how to make a site but youll get the hang of it   
 (0.86)","the site is just too awsome      
 (0.85)","very easy to use the only thing is i am having trouble adding content and media to my site and it keeps saying couldnt refresh at this time and it sometimes crashes   
 (0.85)",,,
Release Note : New languages supported: Malay and Spanish (Venezuela).,"when first downloaded it worked well now that it is synced with my account it wont post blogs or allow me to see other wordpress functionsmenus   
 (0.85)","was great now my new posts go to a local draft folder why wont it post frustrating   
 (0.87)","what kind of username i can write in wordpress i cannot understand   
 (0.87)","i do wonder why my italic suddenly shut down while i was writing in italic mode its annoying or the italic suddenly off while i wrote on the sexond word   
 (0.85)","the new line characters are not appearing very well   
 (0.85)","great app but it accepts a lot of strange words which are not in the common norwegian dictionary   
 (0.85)","i dont understand why i see all the texts from the discovery parts translated into my mother tongue i research things in english then it appears in turkish i double checked the settings but the same   
 (0.85)",,,
Release Note : What’s that sound? Set a customized notification sound.,"when i try to open the notifications screen it just goes blank needs to be fixed   
 (0.82)",,,,,,,,,
Release Note : What’s that sound? Set a customized notification sound.,"when i try to open the notifications screen it just goes blank needs to be fixed   
 (0.82)",,,,,,,,,
Release Note : What’s that sound? Set a customized notification sound.,"when i try to open the notifications screen it just goes blank needs to be fixed   
 (0.82)",,,,,,,,,
